transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description,country
6345,1034,2057,8460.12,2023-01-01 01:45:44,1,Visa,City-11,Restaurant,23,Purchase at Merchant-2057,Malta
6346,1069,2056,1241.63,2023-01-01 01:45:45,0,Discover,City-46,Retail,33,Purchase at Merchant-2056,Slovenia
6347,1055,2064,2666.16,2023-01-01 01:45:46,1,Discover,City-37,Online Shopping,68,Purchase at Merchant-2064,Kosovo
6348,1073,2034,1973.49,2023-01-01 01:45:47,1,MasterCard,City-43,Gas Station,64,Purchase at Merchant-2034,Luxembourg
6349,1047,2012,6421.62,2023-01-01 01:45:48,1,Discover,City-19,Groceries,30,Purchase at Merchant-2012,Spain
6350,1079,2018,4253.93,2023-01-01 01:45:49,1,Visa,City-5,Retail,47,Purchase at Merchant-2018,Albania
6351,1036,2036,5532.43,2023-01-01 01:45:50,1,MasterCard,City-43,Groceries,52,Purchase at Merchant-2036,Bosnia and Herzegovina
6352,1088,2094,5603.91,2023-01-01 01:45:51,1,American Express,City-4,Groceries,19,Purchase at Merchant-2094,Liechtenstein
6353,1051,2086,1206.98,2023-01-01 01:45:52,1,Visa,City-14,Groceries,21,Purchase at Merchant-2086,Liechtenstein
6354,1097,2015,1065.53,2023-01-01 01:45:53,0,Visa,City-28,Retail,42,Purchase at Merchant-2015,Switzerland
6355,1027,2046,3843.64,2023-01-01 01:45:54,1,Visa,City-32,Restaurant,52,Purchase at Merchant-2046,Switzerland
6356,1053,2011,8322.68,2023-01-01 01:45:55,0,Visa,City-21,Travel,37,Purchase at Merchant-2011,Liechtenstein
6357,1071,2096,2717.18,2023-01-01 01:45:56,1,Discover,City-34,Groceries,18,Purchase at Merchant-2096,Norway
6358,1072,2029,7211.22,2023-01-01 01:45:57,1,Discover,City-1,Restaurant,57,Purchase at Merchant-2029,Netherlands
6359,1062,2094,8291.71,2023-01-01 01:45:58,0,American Express,City-25,Gas Station,61,Purchase at Merchant-2094,Finland
6360,1023,2010,2038.92,2023-01-01 01:45:59,1,American Express,City-37,Online Shopping,44,Purchase at Merchant-2010,Switzerland
6361,1048,2042,9471.64,2023-01-01 01:46:00,1,American Express,City-50,Online Shopping,35,Purchase at Merchant-2042,Iceland
6362,1072,2021,5910.57,2023-01-01 01:46:01,0,MasterCard,City-47,Groceries,27,Purchase at Merchant-2021,Liechtenstein
6363,1072,2065,7602.47,2023-01-01 01:46:02,1,MasterCard,City-15,Retail,54,Purchase at Merchant-2065,Germany
6364,1062,2043,9012.45,2023-01-01 01:46:03,0,Visa,City-10,Online Shopping,70,Purchase at Merchant-2043,Poland
6365,1033,2036,5077.5,2023-01-01 01:46:04,0,Visa,City-46,Restaurant,32,Purchase at Merchant-2036,Kosovo
6366,1040,2059,2063.41,2023-01-01 01:46:05,1,American Express,City-47,Retail,53,Purchase at Merchant-2059,Slovakia
6367,1074,2081,4704.23,2023-01-01 01:46:06,1,Discover,City-50,Travel,41,Purchase at Merchant-2081,Liechtenstein
6368,1045,2095,6522.48,2023-01-01 01:46:07,1,Visa,City-50,Retail,38,Purchase at Merchant-2095,Moldova
6369,1100,2066,3597.85,2023-01-01 01:46:08,1,MasterCard,City-47,Travel,41,Purchase at Merchant-2066,United Kingdom
6370,1091,2087,5124.57,2023-01-01 01:46:09,1,American Express,City-34,Groceries,20,Purchase at Merchant-2087,Ukraine
6371,1051,2100,7325.66,2023-01-01 01:46:10,1,Discover,City-38,Online Shopping,46,Purchase at Merchant-2100,Iceland
6372,1095,2010,2152.35,2023-01-01 01:46:11,1,Visa,City-18,Restaurant,58,Purchase at Merchant-2010,Lithuania
6373,1018,2091,2846.81,2023-01-01 01:46:12,1,Discover,City-3,Retail,55,Purchase at Merchant-2091,Slovenia
6374,1085,2089,4754.21,2023-01-01 01:46:13,0,Visa,City-5,Restaurant,30,Purchase at Merchant-2089,Sweden
6375,1016,2041,149.11,2023-01-01 01:46:14,0,Discover,City-6,Retail,29,Purchase at Merchant-2041,Bulgaria
6376,1096,2005,2518.18,2023-01-01 01:46:15,0,American Express,City-30,Online Shopping,67,Purchase at Merchant-2005,Italy
6377,1030,2056,2333.16,2023-01-01 01:46:16,0,MasterCard,City-5,Restaurant,66,Purchase at Merchant-2056,Moldova
6378,1058,2013,94.2,2023-01-01 01:46:17,0,Discover,City-13,Gas Station,18,Purchase at Merchant-2013,Bosnia and Herzegovina
6379,1090,2091,134.44,2023-01-01 01:46:18,0,American Express,City-3,Travel,20,Purchase at Merchant-2091,Moldova
6380,1021,2067,9132.31,2023-01-01 01:46:19,1,Visa,City-49,Travel,62,Purchase at Merchant-2067,Cyprus
6381,1013,2041,9421.37,2023-01-01 01:46:20,0,American Express,City-16,Online Shopping,63,Purchase at Merchant-2041,United Kingdom
6382,1028,2025,3497.58,2023-01-01 01:46:21,0,American Express,City-46,Travel,64,Purchase at Merchant-2025,North Macedonia
6383,1066,2072,5131.38,2023-01-01 01:46:22,1,Discover,City-32,Online Shopping,51,Purchase at Merchant-2072,Kosovo
6384,1052,2085,6372.79,2023-01-01 01:46:23,0,Visa,City-2,Gas Station,26,Purchase at Merchant-2085,Malta
6385,1044,2081,4197.12,2023-01-01 01:46:24,0,American Express,City-40,Travel,60,Purchase at Merchant-2081,Slovenia
6386,1071,2005,241.69,2023-01-01 01:46:25,1,MasterCard,City-30,Gas Station,26,Purchase at Merchant-2005,United Kingdom
6387,1079,2082,5454.06,2023-01-01 01:46:26,1,Visa,City-7,Gas Station,69,Purchase at Merchant-2082,Finland
6388,1090,2081,3965.02,2023-01-01 01:46:27,1,American Express,City-34,Groceries,37,Purchase at Merchant-2081,Liechtenstein
6389,1088,2002,3493.32,2023-01-01 01:46:28,0,Discover,City-17,Groceries,35,Purchase at Merchant-2002,Italy
6390,1091,2032,7877.37,2023-01-01 01:46:29,0,Visa,City-27,Gas Station,61,Purchase at Merchant-2032,San Marino
6391,1007,2018,9699.19,2023-01-01 01:46:30,1,MasterCard,City-30,Travel,68,Purchase at Merchant-2018,Monaco
6392,1021,2076,9239.06,2023-01-01 01:46:31,0,Discover,City-38,Online Shopping,63,Purchase at Merchant-2076,Hungary
6393,1050,2049,687.52,2023-01-01 01:46:32,1,Visa,City-4,Travel,55,Purchase at Merchant-2049,Monaco
6394,1082,2029,8475.35,2023-01-01 01:46:33,0,MasterCard,City-36,Groceries,25,Purchase at Merchant-2029,Spain
6395,1001,2087,8624.94,2023-01-01 01:46:34,1,Discover,City-30,Travel,32,Purchase at Merchant-2087,Andorra
6396,1012,2026,2334.11,2023-01-01 01:46:35,0,Discover,City-31,Groceries,20,Purchase at Merchant-2026,Luxembourg
6397,1019,2034,859.08,2023-01-01 01:46:36,1,American Express,City-45,Online Shopping,58,Purchase at Merchant-2034,Spain
6398,1061,2061,358.15,2023-01-01 01:46:37,1,American Express,City-15,Gas Station,42,Purchase at Merchant-2061,Bosnia and Herzegovina
6399,1077,2020,6527.2,2023-01-01 01:46:38,0,Visa,City-31,Online Shopping,24,Purchase at Merchant-2020,Denmark
6400,1056,2063,4507.6,2023-01-01 01:46:39,0,MasterCard,City-14,Retail,18,Purchase at Merchant-2063,Serbia
6401,1012,2024,1348.17,2023-01-01 01:46:40,1,Visa,City-41,Groceries,50,Purchase at Merchant-2024,Bosnia and Herzegovina
6402,1009,2094,2692.62,2023-01-01 01:46:41,0,Visa,City-7,Gas Station,41,Purchase at Merchant-2094,United Kingdom
6403,1034,2064,2802.19,2023-01-01 01:46:42,0,American Express,City-27,Restaurant,38,Purchase at Merchant-2064,Denmark
6404,1029,2037,206.61,2023-01-01 01:46:43,1,Visa,City-37,Travel,60,Purchase at Merchant-2037,France
6405,1048,2017,7075.69,2023-01-01 01:46:44,1,Visa,City-10,Gas Station,69,Purchase at Merchant-2017,Andorra
6406,1011,2026,4952.53,2023-01-01 01:46:45,0,American Express,City-29,Online Shopping,49,Purchase at Merchant-2026,Slovenia
6407,1078,2082,5919.74,2023-01-01 01:46:46,0,Discover,City-23,Groceries,21,Purchase at Merchant-2082,Austria
6408,1005,2012,7044.5,2023-01-01 01:46:47,0,American Express,City-40,Restaurant,35,Purchase at Merchant-2012,Romania
6409,1093,2067,1006.05,2023-01-01 01:46:48,0,American Express,City-11,Restaurant,25,Purchase at Merchant-2067,Poland
6410,1050,2093,2158.76,2023-01-01 01:46:49,1,Discover,City-32,Restaurant,55,Purchase at Merchant-2093,Lithuania
6411,1052,2096,2714.52,2023-01-01 01:46:50,1,MasterCard,City-20,Travel,30,Purchase at Merchant-2096,Ireland
6412,1079,2028,9978.33,2023-01-01 01:46:51,0,Visa,City-27,Travel,44,Purchase at Merchant-2028,Iceland
6413,1084,2001,2409.58,2023-01-01 01:46:52,0,American Express,City-4,Retail,34,Purchase at Merchant-2001,Lithuania
6414,1067,2056,5512.87,2023-01-01 01:46:53,1,MasterCard,City-6,Retail,18,Purchase at Merchant-2056,United Kingdom
6415,1037,2009,762.08,2023-01-01 01:46:54,1,Discover,City-3,Groceries,69,Purchase at Merchant-2009,Romania
6416,1092,2063,6217.63,2023-01-01 01:46:55,1,American Express,City-2,Retail,66,Purchase at Merchant-2063,Albania
6417,1077,2072,7148.72,2023-01-01 01:46:56,0,Visa,City-26,Travel,42,Purchase at Merchant-2072,Russia
6418,1008,2079,3102.57,2023-01-01 01:46:57,1,Discover,City-41,Gas Station,35,Purchase at Merchant-2079,Luxembourg
6419,1100,2027,9547.97,2023-01-01 01:46:58,1,MasterCard,City-39,Travel,24,Purchase at Merchant-2027,United Kingdom
6420,1023,2091,9236.73,2023-01-01 01:46:59,0,MasterCard,City-42,Gas Station,41,Purchase at Merchant-2091,Switzerland
6421,1082,2023,1450.54,2023-01-01 01:47:00,0,American Express,City-29,Retail,24,Purchase at Merchant-2023,Portugal
6422,1064,2005,2777.71,2023-01-01 01:47:01,1,Visa,City-31,Restaurant,25,Purchase at Merchant-2005,Luxembourg
6423,1057,2054,9521.66,2023-01-01 01:47:02,0,Discover,City-19,Travel,50,Purchase at Merchant-2054,Greece
6424,1002,2089,291.33,2023-01-01 01:47:03,1,MasterCard,City-4,Gas Station,26,Purchase at Merchant-2089,Portugal
6425,1026,2034,7304.6,2023-01-01 01:47:04,1,American Express,City-1,Travel,29,Purchase at Merchant-2034,Montenegro
6426,1085,2079,5584.63,2023-01-01 01:47:05,1,American Express,City-39,Gas Station,28,Purchase at Merchant-2079,Ireland
6427,1067,2049,1518.72,2023-01-01 01:47:06,0,MasterCard,City-45,Restaurant,36,Purchase at Merchant-2049,Liechtenstein
6428,1037,2081,3903.85,2023-01-01 01:47:07,1,MasterCard,City-30,Groceries,25,Purchase at Merchant-2081,Ireland
6429,1025,2075,2565.04,2023-01-01 01:47:08,0,Visa,City-4,Restaurant,32,Purchase at Merchant-2075,Luxembourg
6430,1005,2031,9333.69,2023-01-01 01:47:09,1,American Express,City-5,Groceries,60,Purchase at Merchant-2031,Greece
6431,1077,2082,4074.67,2023-01-01 01:47:10,1,MasterCard,City-33,Restaurant,63,Purchase at Merchant-2082,Cyprus
6432,1066,2045,1841.49,2023-01-01 01:47:11,1,American Express,City-14,Gas Station,28,Purchase at Merchant-2045,Albania
6433,1067,2062,3738.21,2023-01-01 01:47:12,1,Visa,City-9,Restaurant,65,Purchase at Merchant-2062,Sweden
6434,1090,2068,9918.64,2023-01-01 01:47:13,1,American Express,City-24,Groceries,64,Purchase at Merchant-2068,Ireland
6435,1030,2085,8421.4,2023-01-01 01:47:14,1,American Express,City-41,Retail,54,Purchase at Merchant-2085,Poland
6436,1079,2024,7936.57,2023-01-01 01:47:15,1,Visa,City-44,Retail,41,Purchase at Merchant-2024,Portugal
6437,1022,2039,1863.37,2023-01-01 01:47:16,0,Visa,City-45,Gas Station,21,Purchase at Merchant-2039,Greece
6438,1087,2030,149.75,2023-01-01 01:47:17,0,MasterCard,City-26,Online Shopping,22,Purchase at Merchant-2030,Ukraine
6439,1005,2038,8325.49,2023-01-01 01:47:18,1,American Express,City-25,Restaurant,19,Purchase at Merchant-2038,Slovenia
6440,1047,2086,6942.03,2023-01-01 01:47:19,1,MasterCard,City-48,Restaurant,26,Purchase at Merchant-2086,Iceland
6441,1031,2063,6737.76,2023-01-01 01:47:20,1,American Express,City-5,Gas Station,33,Purchase at Merchant-2063,Portugal
6442,1084,2063,1732.19,2023-01-01 01:47:21,0,Discover,City-35,Travel,29,Purchase at Merchant-2063,Luxembourg
6443,1001,2081,1005.79,2023-01-01 01:47:22,1,Visa,City-1,Online Shopping,30,Purchase at Merchant-2081,United Kingdom
6444,1021,2051,5340.36,2023-01-01 01:47:23,1,Visa,City-25,Retail,65,Purchase at Merchant-2051,Bosnia and Herzegovina
6445,1012,2077,6222.35,2023-01-01 01:47:24,0,Discover,City-7,Restaurant,28,Purchase at Merchant-2077,Kosovo
6446,1036,2046,364.11,2023-01-01 01:47:25,0,Discover,City-1,Gas Station,64,Purchase at Merchant-2046,Bosnia and Herzegovina
6447,1100,2070,3061.73,2023-01-01 01:47:26,0,American Express,City-34,Restaurant,66,Purchase at Merchant-2070,Norway
6448,1052,2062,5263.15,2023-01-01 01:47:27,0,Visa,City-22,Restaurant,69,Purchase at Merchant-2062,Spain
6449,1046,2038,1001.18,2023-01-01 01:47:28,1,American Express,City-16,Restaurant,25,Purchase at Merchant-2038,Switzerland
6450,1086,2013,3821.01,2023-01-01 01:47:29,0,Visa,City-30,Travel,31,Purchase at Merchant-2013,Slovakia
6451,1051,2029,512.1,2023-01-01 01:47:30,1,MasterCard,City-3,Travel,54,Purchase at Merchant-2029,North Macedonia
6452,1052,2015,129.87,2023-01-01 01:47:31,0,Visa,City-1,Gas Station,54,Purchase at Merchant-2015,Sweden
6453,1076,2097,5466.09,2023-01-01 01:47:32,1,American Express,City-32,Gas Station,58,Purchase at Merchant-2097,Czech Republic
6454,1026,2098,4492.02,2023-01-01 01:47:33,1,Visa,City-4,Retail,61,Purchase at Merchant-2098,Netherlands
6455,1067,2037,6531.45,2023-01-01 01:47:34,1,Visa,City-2,Restaurant,26,Purchase at Merchant-2037,Iceland
6456,1002,2054,570.34,2023-01-01 01:47:35,1,American Express,City-7,Restaurant,63,Purchase at Merchant-2054,Lithuania
6457,1095,2058,9300.37,2023-01-01 01:47:36,1,Visa,City-1,Groceries,52,Purchase at Merchant-2058,Cyprus
6458,1091,2042,7792.57,2023-01-01 01:47:37,0,American Express,City-10,Retail,38,Purchase at Merchant-2042,North Macedonia
6459,1009,2032,327.66,2023-01-01 01:47:38,0,Visa,City-49,Retail,50,Purchase at Merchant-2032,Germany
6460,1012,2085,3358.86,2023-01-01 01:47:39,1,MasterCard,City-9,Groceries,25,Purchase at Merchant-2085,Belarus
6461,1071,2055,7926.3,2023-01-01 01:47:40,0,Visa,City-9,Retail,36,Purchase at Merchant-2055,Slovenia
6462,1037,2015,3915.33,2023-01-01 01:47:41,1,Visa,City-47,Travel,29,Purchase at Merchant-2015,Cyprus
6463,1093,2023,8027.85,2023-01-01 01:47:42,0,Discover,City-8,Groceries,49,Purchase at Merchant-2023,United Kingdom
6464,1072,2060,7217.2,2023-01-01 01:47:43,0,American Express,City-11,Gas Station,32,Purchase at Merchant-2060,Cyprus
6465,1075,2041,710.08,2023-01-01 01:47:44,0,Visa,City-45,Gas Station,38,Purchase at Merchant-2041,Malta
6466,1045,2085,3610.31,2023-01-01 01:47:45,1,American Express,City-26,Travel,20,Purchase at Merchant-2085,Belarus
6467,1045,2015,4098.61,2023-01-01 01:47:46,1,American Express,City-36,Online Shopping,29,Purchase at Merchant-2015,Hungary
6468,1036,2045,5441.58,2023-01-01 01:47:47,1,Visa,City-14,Retail,26,Purchase at Merchant-2045,Greece
6469,1029,2090,321.46,2023-01-01 01:47:48,0,American Express,City-40,Travel,24,Purchase at Merchant-2090,Germany
6470,1078,2051,3396.25,2023-01-01 01:47:49,0,Discover,City-3,Online Shopping,63,Purchase at Merchant-2051,Romania
6471,1025,2091,4763.2,2023-01-01 01:47:50,0,MasterCard,City-21,Retail,35,Purchase at Merchant-2091,Belgium
6472,1059,2017,3136.75,2023-01-01 01:47:51,0,MasterCard,City-7,Groceries,68,Purchase at Merchant-2017,Belgium
6473,1052,2100,608.73,2023-01-01 01:47:52,1,MasterCard,City-48,Travel,69,Purchase at Merchant-2100,Italy
6474,1074,2062,4954.38,2023-01-01 01:47:53,0,Discover,City-3,Travel,57,Purchase at Merchant-2062,Germany
6475,1001,2063,1374.25,2023-01-01 01:47:54,1,Discover,City-8,Online Shopping,23,Purchase at Merchant-2063,Iceland
6476,1034,2077,9553.6,2023-01-01 01:47:55,0,MasterCard,City-5,Retail,43,Purchase at Merchant-2077,Andorra
6477,1023,2053,5635.23,2023-01-01 01:47:56,0,Discover,City-49,Restaurant,23,Purchase at Merchant-2053,Montenegro
6478,1053,2088,133.12,2023-01-01 01:47:57,1,American Express,City-35,Groceries,21,Purchase at Merchant-2088,Finland
6479,1065,2031,7987.32,2023-01-01 01:47:58,1,Discover,City-5,Retail,62,Purchase at Merchant-2031,Belarus
6480,1014,2004,2169.72,2023-01-01 01:47:59,1,MasterCard,City-47,Groceries,66,Purchase at Merchant-2004,Sweden
6481,1072,2038,4620.18,2023-01-01 01:48:00,1,Discover,City-25,Retail,23,Purchase at Merchant-2038,United Kingdom
6482,1010,2035,1903.17,2023-01-01 01:48:01,0,MasterCard,City-37,Retail,56,Purchase at Merchant-2035,Czech Republic
6483,1065,2065,7789.14,2023-01-01 01:48:02,0,Visa,City-13,Retail,70,Purchase at Merchant-2065,North Macedonia
6484,1038,2028,6546.94,2023-01-01 01:48:03,0,MasterCard,City-18,Restaurant,55,Purchase at Merchant-2028,Spain
6485,1044,2053,1724.94,2023-01-01 01:48:04,1,American Express,City-47,Online Shopping,39,Purchase at Merchant-2053,Croatia
6486,1015,2008,944.31,2023-01-01 01:48:05,1,MasterCard,City-38,Gas Station,32,Purchase at Merchant-2008,Austria
6487,1066,2072,2049.9,2023-01-01 01:48:06,1,MasterCard,City-8,Online Shopping,61,Purchase at Merchant-2072,Vatican City
6488,1033,2099,8131.84,2023-01-01 01:48:07,0,Visa,City-1,Gas Station,27,Purchase at Merchant-2099,Cyprus
6489,1069,2042,5668.05,2023-01-01 01:48:08,1,Discover,City-25,Online Shopping,23,Purchase at Merchant-2042,Netherlands
6490,1074,2034,7435.01,2023-01-01 01:48:09,0,Visa,City-30,Restaurant,18,Purchase at Merchant-2034,Denmark
6491,1033,2087,4731.41,2023-01-01 01:48:10,0,American Express,City-28,Groceries,39,Purchase at Merchant-2087,Romania
6492,1089,2041,764.95,2023-01-01 01:48:11,1,Discover,City-40,Retail,57,Purchase at Merchant-2041,San Marino
6493,1057,2053,3904.58,2023-01-01 01:48:12,1,MasterCard,City-34,Retail,48,Purchase at Merchant-2053,Sweden
6494,1049,2051,1433.93,2023-01-01 01:48:13,0,Discover,City-31,Retail,50,Purchase at Merchant-2051,Finland
6495,1073,2057,1208.3,2023-01-01 01:48:14,0,Visa,City-5,Gas Station,59,Purchase at Merchant-2057,Russia
6496,1062,2055,8044.61,2023-01-01 01:48:15,0,Discover,City-3,Restaurant,37,Purchase at Merchant-2055,Finland
6497,1099,2052,2546.32,2023-01-01 01:48:16,1,Visa,City-8,Gas Station,60,Purchase at Merchant-2052,Estonia
6498,1032,2034,8702.69,2023-01-01 01:48:17,0,MasterCard,City-19,Online Shopping,68,Purchase at Merchant-2034,San Marino
6499,1097,2007,7102.35,2023-01-01 01:48:18,1,American Express,City-40,Restaurant,29,Purchase at Merchant-2007,Czech Republic
6500,1044,2035,2800.48,2023-01-01 01:48:19,1,Visa,City-20,Restaurant,70,Purchase at Merchant-2035,Cyprus
6501,1100,2063,4081.05,2023-01-01 01:48:20,1,MasterCard,City-6,Groceries,60,Purchase at Merchant-2063,Bulgaria
6502,1059,2094,1127.63,2023-01-01 01:48:21,1,Discover,City-6,Restaurant,52,Purchase at Merchant-2094,Andorra
6503,1088,2029,4964.82,2023-01-01 01:48:22,0,MasterCard,City-50,Travel,23,Purchase at Merchant-2029,Liechtenstein
6504,1059,2044,5699.1,2023-01-01 01:48:23,0,American Express,City-28,Restaurant,69,Purchase at Merchant-2044,Slovakia
6505,1076,2082,5476.1,2023-01-01 01:48:24,0,Visa,City-15,Travel,36,Purchase at Merchant-2082,Slovenia
6506,1004,2006,9928.17,2023-01-01 01:48:25,0,MasterCard,City-12,Online Shopping,59,Purchase at Merchant-2006,Slovakia
6507,1062,2040,693.34,2023-01-01 01:48:26,1,American Express,City-36,Travel,33,Purchase at Merchant-2040,Kosovo
6508,1015,2058,8344.0,2023-01-01 01:48:27,1,Visa,City-10,Gas Station,58,Purchase at Merchant-2058,Liechtenstein
6509,1034,2053,4553.33,2023-01-01 01:48:28,1,MasterCard,City-48,Online Shopping,38,Purchase at Merchant-2053,Montenegro
6510,1009,2029,3070.87,2023-01-01 01:48:29,1,Discover,City-10,Groceries,25,Purchase at Merchant-2029,France
6511,1049,2074,4076.55,2023-01-01 01:48:30,1,Discover,City-24,Groceries,63,Purchase at Merchant-2074,Malta
6512,1082,2022,9832.67,2023-01-01 01:48:31,1,American Express,City-8,Groceries,59,Purchase at Merchant-2022,Belgium
6513,1029,2069,1455.55,2023-01-01 01:48:32,0,MasterCard,City-37,Gas Station,57,Purchase at Merchant-2069,North Macedonia
6514,1087,2027,2263.57,2023-01-01 01:48:33,0,Discover,City-25,Retail,59,Purchase at Merchant-2027,Luxembourg
6515,1090,2100,3022.33,2023-01-01 01:48:34,1,American Express,City-17,Travel,37,Purchase at Merchant-2100,North Macedonia
6516,1030,2081,8569.72,2023-01-01 01:48:35,0,MasterCard,City-50,Travel,62,Purchase at Merchant-2081,Italy
6517,1041,2015,9307.43,2023-01-01 01:48:36,0,Discover,City-9,Restaurant,63,Purchase at Merchant-2015,Ukraine
6518,1053,2079,1326.13,2023-01-01 01:48:37,1,American Express,City-38,Restaurant,25,Purchase at Merchant-2079,Hungary
6519,1046,2079,3611.85,2023-01-01 01:48:38,0,MasterCard,City-22,Restaurant,57,Purchase at Merchant-2079,United Kingdom
6520,1067,2043,937.5,2023-01-01 01:48:39,1,Visa,City-33,Retail,54,Purchase at Merchant-2043,Andorra
6521,1069,2017,3979.14,2023-01-01 01:48:40,0,American Express,City-41,Online Shopping,47,Purchase at Merchant-2017,Luxembourg
6522,1002,2078,1449.27,2023-01-01 01:48:41,0,American Express,City-25,Retail,56,Purchase at Merchant-2078,Finland
6523,1090,2070,1819.03,2023-01-01 01:48:42,1,American Express,City-8,Retail,68,Purchase at Merchant-2070,Slovakia
6524,1034,2003,9114.58,2023-01-01 01:48:43,0,American Express,City-28,Restaurant,52,Purchase at Merchant-2003,Monaco
6525,1032,2093,2706.08,2023-01-01 01:48:44,0,Discover,City-29,Online Shopping,23,Purchase at Merchant-2093,Sweden
6526,1037,2003,832.0,2023-01-01 01:48:45,1,Visa,City-10,Online Shopping,49,Purchase at Merchant-2003,Bosnia and Herzegovina
6527,1012,2049,9543.96,2023-01-01 01:48:46,0,American Express,City-7,Groceries,44,Purchase at Merchant-2049,Austria
6528,1052,2012,9139.49,2023-01-01 01:48:47,0,Visa,City-5,Gas Station,33,Purchase at Merchant-2012,Romania
6529,1087,2100,6646.55,2023-01-01 01:48:48,1,American Express,City-32,Travel,19,Purchase at Merchant-2100,Iceland
6530,1096,2091,180.01,2023-01-01 01:48:49,1,Visa,City-2,Groceries,60,Purchase at Merchant-2091,Denmark
6531,1044,2043,2723.26,2023-01-01 01:48:50,1,American Express,City-10,Gas Station,24,Purchase at Merchant-2043,Italy
6532,1010,2046,7421.66,2023-01-01 01:48:51,1,Discover,City-21,Groceries,56,Purchase at Merchant-2046,Belgium
6533,1071,2099,4466.32,2023-01-01 01:48:52,1,MasterCard,City-17,Travel,70,Purchase at Merchant-2099,Ireland
6534,1023,2099,8427.27,2023-01-01 01:48:53,0,Visa,City-20,Travel,59,Purchase at Merchant-2099,Latvia
6535,1061,2071,8834.19,2023-01-01 01:48:54,0,Discover,City-39,Online Shopping,65,Purchase at Merchant-2071,Ireland
6536,1041,2009,3764.52,2023-01-01 01:48:55,0,Discover,City-25,Gas Station,66,Purchase at Merchant-2009,Greece
6537,1046,2084,235.81,2023-01-01 01:48:56,0,Discover,City-21,Retail,24,Purchase at Merchant-2084,Lithuania
6538,1028,2007,6747.29,2023-01-01 01:48:57,1,MasterCard,City-21,Online Shopping,24,Purchase at Merchant-2007,Spain
6539,1074,2067,4212.46,2023-01-01 01:48:58,1,MasterCard,City-3,Retail,40,Purchase at Merchant-2067,Belarus
6540,1035,2027,6258.84,2023-01-01 01:48:59,1,Visa,City-11,Online Shopping,35,Purchase at Merchant-2027,Germany
6541,1024,2047,3164.9,2023-01-01 01:49:00,0,MasterCard,City-46,Restaurant,69,Purchase at Merchant-2047,Luxembourg
6542,1096,2069,2254.25,2023-01-01 01:49:01,1,MasterCard,City-18,Travel,31,Purchase at Merchant-2069,Ukraine
6543,1088,2026,1314.19,2023-01-01 01:49:02,1,Visa,City-48,Gas Station,64,Purchase at Merchant-2026,Romania
6544,1025,2021,4095.66,2023-01-01 01:49:03,0,American Express,City-11,Travel,25,Purchase at Merchant-2021,France
6545,1064,2069,6518.94,2023-01-01 01:49:04,1,MasterCard,City-46,Online Shopping,70,Purchase at Merchant-2069,Ireland
6546,1095,2051,6030.75,2023-01-01 01:49:05,0,MasterCard,City-6,Groceries,45,Purchase at Merchant-2051,Serbia
6547,1026,2092,3008.08,2023-01-01 01:49:06,0,MasterCard,City-34,Travel,62,Purchase at Merchant-2092,Russia
6548,1031,2030,5576.34,2023-01-01 01:49:07,1,MasterCard,City-43,Groceries,46,Purchase at Merchant-2030,Bulgaria
6549,1095,2038,9705.41,2023-01-01 01:49:08,1,MasterCard,City-10,Restaurant,21,Purchase at Merchant-2038,Netherlands
6550,1031,2021,6774.5,2023-01-01 01:49:09,1,Visa,City-21,Gas Station,23,Purchase at Merchant-2021,Ireland
6551,1034,2048,2710.78,2023-01-01 01:49:10,1,Discover,City-17,Travel,60,Purchase at Merchant-2048,Luxembourg
6552,1027,2043,3456.01,2023-01-01 01:49:11,1,Visa,City-41,Groceries,36,Purchase at Merchant-2043,Greece
6553,1030,2053,6923.5,2023-01-01 01:49:12,0,MasterCard,City-34,Gas Station,25,Purchase at Merchant-2053,Slovenia
6554,1026,2028,5847.62,2023-01-01 01:49:13,0,American Express,City-4,Travel,18,Purchase at Merchant-2028,Croatia
6555,1032,2071,3514.05,2023-01-01 01:49:14,1,Visa,City-22,Gas Station,37,Purchase at Merchant-2071,Iceland
6556,1080,2094,3828.83,2023-01-01 01:49:15,0,MasterCard,City-45,Travel,61,Purchase at Merchant-2094,Monaco
6557,1046,2032,1322.82,2023-01-01 01:49:16,0,Discover,City-30,Travel,70,Purchase at Merchant-2032,Greece
6558,1020,2002,1071.94,2023-01-01 01:49:17,1,Visa,City-23,Restaurant,53,Purchase at Merchant-2002,Ireland
6559,1100,2005,6677.47,2023-01-01 01:49:18,0,American Express,City-40,Retail,51,Purchase at Merchant-2005,Sweden
6560,1014,2003,3203.49,2023-01-01 01:49:19,0,Visa,City-22,Online Shopping,26,Purchase at Merchant-2003,Hungary
6561,1016,2097,9302.11,2023-01-01 01:49:20,1,Visa,City-1,Restaurant,70,Purchase at Merchant-2097,United Kingdom
6562,1011,2068,5818.61,2023-01-01 01:49:21,0,American Express,City-11,Travel,19,Purchase at Merchant-2068,Finland
6563,1087,2014,8417.52,2023-01-01 01:49:22,0,MasterCard,City-19,Groceries,44,Purchase at Merchant-2014,Bulgaria
6564,1085,2065,1715.59,2023-01-01 01:49:23,0,Discover,City-10,Retail,34,Purchase at Merchant-2065,Moldova
